inspection_id,name,address,results,last_inspection_date,risk,lat,long,yelp_id,yelp_name,yelp_address,yelp_rating,yelp_is_closed,yelp_review_count,yelp_category
465374,"Amelia's Authentic Mexican Cuisine","4559 S Halsted St","Pass w/ Conditions",2011-03-24,"Risk 1 (High)",41.8107813,-87.6454403,amelias-bar-and-grill-chicago,"Amelia's Bar & Grill","4559 S Halsted St",4.5,0,103,"Latin American"
670571,"Golden Nugget","1765 W Lawrence Ave",Pass,2012-02-16,"Risk 1 (High)",41.96871895,-87.67359188,golden-nugget-pancake-house-chicago-3,"Golden Nugget Pancake House","1765 W Lawrence Ave",3.5,0,109,"Breakfast & Brunch"
277401,"7d Restaurant","1317 N Milwaukee Ave",Pass,2010-07-14,"Risk 2 (Medium)",41.90570563,-87.66992733,falafel-and-grill-chicago,"Falafel & Grill","1317 N Milwaukee Ave",4.5,0,55,"Middle Eastern"
598211,"Perez Restaurant","1163 W 18th St",Pass,2011-05-11,"Risk 1 (High)",41.8578563,-87.6556769,perez-restaurant-chicago-2,"Perez Restaurant","1163 W 18th St",3.5,0,58,Mexican
229435,"Kelly's Cajun Grill","225 S Canal St",Pass,2011-07-27,"Risk 1 (High)",41.87853128,-87.63942746,cajun-grill-at-union-station-chicago,"Cajun Grill At Union Station","225 S Canal St",2.0,0,16,Chinese
205228,"West Egg Cafe","620 N Fairbanks Ct",Pass,2012-01-24,"Risk 1 (High)",41.8933654,-87.62042206,west-egg-cafe-chicago-2,"West Egg Cafe","620 N Fairbanks Ct",3.5,0,276,Sandwiches
579920,"Five Guys Burgers And Fries","6474 N Sheridan Rd",Pass,2011-03-23,"Risk 2 (Medium)",42.00035056,-87.66085542,five-guys-burgers-and-fries-chicago-3,"Five Guys Burgers & Fries","6474 N Sheridan Rd",3.0,0,120,"Fast Food"
114293,"Weber Grill Restaurant","539 N State St","Pass w/ Conditions",2012-03-13,"Risk 1 (High)",41.89200113,-87.62792896,weber-grill-restaurant-chicago,"Weber Grill Restaurant","539 N State St",3.5,0,520,Barbeque
419382,Subway,"3346 W Foster Ave",Fail,2011-03-11,"Risk 1 (High)",41.97580851,-87.71302648,subway-chicago-107,Subway,"3346 W Foster Ave",2.5,0,2,Sandwiches
166211,"Manolos Tamales","4706 W 63rd St",Pass,2011-03-04,"Risk 1 (High)",41.77856521,-87.7401305,manolos-tamales-chicago,"Manolo's Tamales","4706 W 63rd St",4.0,0,9,Mexican
598212,"Caire's Pizza","1165 W 18th St",Pass,2012-04-27,"Risk 1 (High)",41.8578549,-87.65576067,caires-pizza-chicago,"Caire's Pizza","1165 W 18th St",4.5,0,5,Pizza
150328,"Taqueria La Oaxaquena","3382 N Milwaukee Ave",Pass,2011-04-05,"Risk 1 (High)",41.94267197,-87.72994825,"la-oaxaqueña-chicago-3","La Oaxaqueña","3382 N Milwaukee Ave",4.0,0,93,Mexican
565269,"Saigon Sisters","567 W Lake St",Pass,2011-03-29,"Risk 1 (High)",41.88559429,-87.642526,saigon-sisters-chicago-2,"Saigon Sisters","567 W Lake St",3.5,0,160,Vietnamese
419414,Duchamp,"2118 N Damen Ave",Pass,2010-10-13,"Risk 1 (High)",41.92007574,-87.67785213,duchamp-chicago,Duchamp,"2118 N Damen Ave",3.5,1,258,"American (New)"
539219,"Burger King","4125 N Milwaukee Ave",Pass,2011-02-15,"Risk 2 (Medium)",41.95598091,-87.75027916,burger-king-chicago-23,"Burger King","4125 N Milwaukee Ave",3.0,0,8,"Fast Food"
579923,"Don Chema","2331 N California Ave",Fail,2011-03-23,"Risk 1 (High)",41.92381304,-87.69724202,restaurante-don-chema-chicago,"Restaurante Don Chema","2331 N California Ave",4.0,0,35,Mexican
671034,Starbucks,"2159 W Belmont Ave",Pass,2012-03-01,"Risk 2 (Medium)",41.93940486,-87.68307715,starbucks-chicago-173,Starbucks,"2159 W Belmont Ave",4.0,0,4,"Coffee & Tea"
660146,"Pita Grill","3051 N Central Ave",Pass,2012-01-24,"Risk 1 (High)",41.93634639,-87.76627386,pita-grill-chicago-chicago-2,"Pita Grill Chicago","3051 N Central Ave",4.0,0,18,Mediterranean
124261,"Irish American Heritage Center","4626 N Knox Ave",Fail,2011-10-04,"Risk 1 (High)",41.96524258,-87.74411673,irish-american-heritage-center-chicago,"Irish American Heritage Center","4626 N Knox Ave",4.5,0,36,Pubs
60357,"Cocula Restaurant","5241 S Pulaski Rd",Pass,2011-01-26,"Risk 1 (High)",41.79748341,-87.72313507,cocula-restaurant-chicago-2,"Cocula Restaurant","5241 S Pulaski Rd",3.5,0,11,Mexican
325272,"P.F. Chang China Bistro","530 N Wabash Ave",Fail,2011-10-14,"Risk 1 (High)",41.89172472,-87.6268666,p-f-changs-china-bistro-chicago,"P.F. Chang's China Bistro","530 N Wabash Ave",3.5,0,227,Chinese
250625,"Kingston's Jerk Chicken","2237 W 95th St",Pass,2011-10-28,"Risk 1 (High)",41.72087804,-87.67871272,kingstons-jerk-chicken-chicago,"Kingston's Jerk Chicken","2237 W 95th St",4.5,0,7,Restaurants
598255,"Huck Finn Donuts","3414 S Archer Ave",Pass,2011-11-30,"Risk 1 (High)",41.83183073,-87.67552719,huck-finn-donuts-and-snack-shop-chicago,"Huck Finn Donuts & Snack Shop","3414 S Archer Ave",3.5,0,101,Donuts
154582,Victory,"2610 N Halsted St",Pass,2010-10-20,"Risk 1 (High)",41.92946206,-87.64904948,victory-liquors-chicago,"Victory Liquors","2610 N Halsted St",3.0,1,65,"Sports Bars"
120645,"Taj Mahal","1512 W Taylor St",Pass,2011-10-06,"Risk 1 (High)",41.86940158,-87.66467526,taj-mahal-chicago,"Taj Mahal","1512 W Taylor St",4.0,0,79,Indian
604285,"Cafe Soroni","4945 N Milwaukee Ave",Pass,2012-04-17,"Risk 2 (Medium)",41.97075873,-87.76314718,cafe-soroni-chicago,"Cafe Soroni","4945 N Milwaukee Ave",4.5,0,31,Sandwiches
197464,"Jimmy John's","6 E Madison St",Pass,2012-02-21,"Risk 2 (Medium)",41.88216757,-87.62765158,jimmy-johns-chicago-4,"Jimmy John's","6 E Madison St",3.5,0,28,Sandwiches
120578,"Dragonfly Mandarin","832 W Randolph St",Fail,2011-06-14,"Risk 1 (High)",41.88449669,-87.64866551,dragonfly-mandarin-chicago,"Dragonfly Mandarin","832 W Randolph St",2.5,0,172,Chinese
215257,"Gertie's Ice Cream","7600 S Pulaski Rd",Pass,2012-03-08,"Risk 1 (High)",41.75504428,-87.72231551,lindys-chili-and-gerties-ice-cream-chicago-2,"Lindy's Chili & Gerties Ice Cream","7600 S Pulaski Rd",4.0,0,8,"Ice Cream & Frozen Yogurt"
1214333,"Sofra Turkish Kitchen","3134 N Lincoln Ave",Fail,2012-04-24,"Risk 1 (High)",41.93860473,-87.66738884,sofra-turkish-kitchen-chicago,"Sofra Turkish Kitchen","3134 N Lincoln Ave",3.5,0,26,Turkish
579571,Subway,"1313 W Touhy Ave",Fail,2011-03-08,"Risk 1 (High)",42.01270994,-87.6640336,rogers-park-subway-on-touhy-and-sheridan-chicago,"Rogers Park Subway On Touhy & Sheridan","1313 W Touhy Ave",3.0,0,2,Restaurants
150317,"Pizza By Alex","5044 W Montrose Ave","Pass w/ Conditions",2010-05-11,"Risk 1 (High)",41.96074302,-87.75415206,pizza-by-alex-chicago,"Pizza by Alex","5044 W Montrose Ave",4.0,0,54,Pizza
381327,"Fireplace Inn","1448 N Wells St",Fail,2012-05-22,"Risk 1 (High)",41.90897768,-87.63478912,the-fireplace-inn-chicago,"The Fireplace Inn","1448 N Wells St",2.5,0,214,Barbeque
